Make,Model,Year,Price,Color,BodyType,WheelConf,Transmission,Fuel,Mileage,LOC,MakeModel,Make_Model_BodyType
Acura,MDX,2003,5900,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,258000,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2005,3500,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,245000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2006,2800,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,270000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2007,5900,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,210000,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2008,5500,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,306000,Halifax,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2008,7400,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,262000,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2008,7600,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,273000,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2008,8990,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,189000,Halifax,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2008,9995,Silver,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,170523,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,7990,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,220000,Halifax,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,7990,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,228000,Halifax,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,8995,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,228155,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,10750,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,187000,Halifax,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,14980,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,173212,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2009,14995,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,116000,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2010,10950,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,200400,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2011,14990,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,172314,Fredericton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2011,15900,Brown,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,178000,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2011,19500,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,106000,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2012,12999,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,207000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2012,17995,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,150000,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2013,13988,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,259000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2013,14900,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,178000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2013,19995,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,157314,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2013,23500,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,130000,Whitehorse,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,21995,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,121200,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,21995,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,190220,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,23995,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,126000,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,24800,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,99000,Vancouver,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,26995,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,90646,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,28500,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,128040,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2014,29800,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,23039,Vancouver,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2015,24990,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,88317,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2015,26929,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,74550,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2016,24999,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,133000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2016,29129,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,95387,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,28997,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,128000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,31450,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,101000,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,35900,Silver,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,44500,Vancouver,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,35980,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,55000,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,35995,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,33611,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,36998,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,39162,Toronto,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,37498,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,35781,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,37888,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,90046,Edmonton,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,37991,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,86703,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,38900,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,58847,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,41249,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,54162,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,41387,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,55504,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,41850,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,56932,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2017,43995,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,25570,Regina,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2018,38995,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,50000,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2019,48995,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,21998,Calgary,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,MDX,2020,58000,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,861,Winnepeg,Acura-MDX,Acura-MDX-SUV_Crossover
Acura,RDX,2007,3000,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,299146,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2007,4895,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,250000,Halifax,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2007,9499,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,180500,Winnepeg,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2007,9995,Red,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,198000,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2008,5000,Silver,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,250000,Halifax,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2008,7500,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,206000,Edmonton,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2009,14491,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,105568,Winnepeg,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2010,10900,Silver,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,215502,Edmonton,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2010,14995,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,95500,Regina,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2013,12499,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,172500,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2013,13500,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,201000,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2013,16900,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,123000,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2013,17300,Brown,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,160000,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2013,18000,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,173000,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2015,18850,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,152410,Edmonton,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2016,24700,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,62888,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,25995,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,97550,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,26995,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,89998,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,27985,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,87658,Vancouver,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,29350,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,56570,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,29500,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,64345,Regina,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,31988,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,35996,Winnepeg,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,32295,Brown,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,54339,Regina,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2017,33000,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,37198,Winnepeg,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,28977,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,91085,Halifax,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,29795,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,71361,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,29895,Other,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,69774,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,29995,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,63045,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,31398,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,40623,Toronto,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,32873,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,42916,Calgary,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,33699,Black,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,50749,Regina,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,33800,Grey,SUV_Crossover,Front-wheel drive (FWD),Automatic,Gasoline,31620,Vancouver,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,34507,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,40348,Edmonton,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,RDX,2018,34800,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,43465,Vancouver,Acura-RDX,Acura-RDX-SUV_Crossover
Acura,TL,2000,500,Tan,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,340,Halifax,Acura-TL,Acura-TL-Sedan
Acura,TL,2002,3200,Black,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,196000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2003,1999,Gold,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,320000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2005,4999,White,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,233169,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2005,9500,Black,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,133552,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2006,5600,Grey,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,182000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2006,6800,Blue,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,175000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2007,2200,Grey,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,290000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2007,5500,Silver,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,244000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2008,8500,Silver,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,191000,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2008,11500,Silver,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,164500,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2008,12000,Black,Sedan,Front-wheel drive (FWD),Manual,Gasoline,155000,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2009,5900,Silver,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,390000,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2009,7992,Beige,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,177950,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2009,10995,Black,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,143142,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2010,7995,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,198302,Edmonton,Acura-TL,Acura-TL-Sedan
Acura,TL,2010,11500,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,189000,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2011,10300,White,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,156064,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2012,10,Silver,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,164000,Edmonton,Acura-TL,Acura-TL-Sedan
Acura,TL,2012,7500,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,245000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2012,13500,Black,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,142000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2013,14400,Red,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,111000,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2013,16499,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,130000,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2015,17850,Grey,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,96000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2015,20988,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,86000,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2015,21988,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,75285,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2015,22799,Red,Sedan,All-wheel drive (AWD),Automatic,Gasoline,74445,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,16995,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,146000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,16999,Grey,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,117000,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,18650,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,124597,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,21998,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,60361,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,22995,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,62536,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2016,23495,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,76601,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2017,21995,White,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,65815,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2017,23995,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,70000,Calgary,Acura-TL,Acura-TL-Sedan
Acura,TL,2017,24200,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,34500,Toronto,Acura-TL,Acura-TL-Sedan
Acura,TL,2017,25795,Other,Sedan,All-wheel drive (AWD),Automatic,Gasoline,72844,Regina,Acura-TL,Acura-TL-Sedan
Acura,TL,2019,37900,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,26000,Vancouver,Acura-TL,Acura-TL-Sedan
Acura,TL,2020,29888,Other,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,38164,Halifax,Acura-TL,Acura-TL-Sedan
Acura,TL,2020,41250,White,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,10105,Winnepeg,Acura-TL,Acura-TL-Sedan
Acura,TL,2020,41995,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,15092,Toronto,Acura-TL,Acura-TL-Sedan
Audi,A4,2001,7000,Blue,Sedan,All-wheel drive (AWD),Manual,Gasoline,300000,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2002,1950,Green,Sedan,All-wheel drive (AWD),Manual,Gasoline,255000,Calgary,Audi-A4,Audi-A4-Sedan
Audi,A4,2004,12500,Blue,Sedan,All-wheel drive (AWD),Manual,Gasoline,190,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2005,2000,Blue,Sedan,All-wheel drive (AWD),Automatic,Gasoline,231000,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2006,3500,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,120000,Fredericton,Audi-A4,Audi-A4-Sedan
Audi,A4,2006,4500,White,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,225000,Calgary,Audi-A4,Audi-A4-Sedan
Audi,A4,2007,4000,Black,Sedan,4 x 4,Automatic,Gasoline,273704,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2007,8500,Black,Sedan,All-wheel drive (AWD),Manual,Gasoline,161000,Regina,Audi-A4,Audi-A4-Sedan
Audi,A4,2009,1500,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,162000,Halifax,Audi-A4,Audi-A4-Sedan
Audi,A4,2009,9499,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,210096,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2011,11983,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,155101,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2011,11990,Red,Sedan,All-wheel drive (AWD),Automatic,Gasoline,149000,Fredericton,Audi-A4,Audi-A4-Sedan
Audi,A4,2011,13488,Other,Sedan,All-wheel drive (AWD),Automatic,Gasoline,183785,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2012,12000,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,140000,Regina,Audi-A4,Audi-A4-Sedan
Audi,A4,2012,12900,Blue,Sedan,All-wheel drive (AWD),Automatic,Gasoline,129000,Vancouver,Audi-A4,Audi-A4-Sedan
Audi,A4,2012,13995,Black,Sedan,All-wheel drive (AWD),Manual,Gasoline,116972,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2012,13998,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,171670,Calgary,Audi-A4,Audi-A4-Sedan
Audi,A4,2012,14000,Silver,Sedan,All-wheel drive (AWD),Manual,Gasoline,99000,Halifax,Audi-A4,Audi-A4-Sedan
Audi,A4,2013,16500,Black,Sedan,All-wheel drive (AWD),Manual,Gasoline,125000,Regina,Audi-A4,Audi-A4-Sedan
Audi,A4,2014,16995,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,102852,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2015,20995,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,116222,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2015,22900,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,73944,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2016,23995,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,51690,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,17850,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,147241,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,22980,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,86785,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,25499,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,64935,Fredericton,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,26990,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,48353,Fredericton,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,26995,Blue,Sedan,All-wheel drive (AWD),Automatic,Gasoline,60225,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,26995,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,93000,Regina,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,27988,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,59000,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,29000,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,42099,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,29900,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,35449,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,32899,Silver,Sedan,All-wheel drive (AWD),Automatic,Gasoline,35488,Fredericton,Audi-A4,Audi-A4-Sedan
Audi,A4,2017,34599,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,31463,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2018,25850,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,105000,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2018,29900,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,38000,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2018,32900,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,55697,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2018,37855,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,48164,Edmonton,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,33990,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,45610,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,35998,Black,Sedan,All-wheel drive (AWD),Automatic,Gasoline,27683,Toronto,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,37888,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,21671,Calgary,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,39000,Grey,Sedan,All-wheel drive (AWD),Automatic,Gasoline,10159,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,43000,Blue,Sedan,All-wheel drive (AWD),Automatic,Gasoline,9754,Winnepeg,Audi-A4,Audi-A4-Sedan
Audi,A4,2019,43899,White,Sedan,All-wheel drive (AWD),Automatic,Gasoline,13581,Toronto,Audi-A4,Audi-A4-Sedan
Audi,Q5,2009,17000,White,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,169000,Toronto,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2010,8900,Silver,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,220000,Edmonton,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2010,11550,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,165474,Toronto,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2010,11999,Purple,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,135200,Winnepeg,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2010,14900,Grey,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,127000,Edmonton,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2011,13900,Blue,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,117000,Toronto,Audi-Q5,Audi-Q5-SUV_Crossover
Audi,Q5,2012,12999,Brown,SUV_Crossover,All-wheel drive (AWD),Automatic,Gasoline,202500,Winnepeg,Audi-Q5,Audi-Q5-SUV_Crossover
